"Frecuencia(Hz)		",mm/Seg(PC)
1568.75,0.10577
1570.313,0.106866
1571.875,0.076724
1573.438,0.204963
1575,0.276206
1576.563,0.138103
1578.125,0.104673
1579.688,0.140295
1581.25,0.146872
1582.813,0.070696
1584.375,0.063297
1585.938,0.093165
1587.5,0.096453
1589.063,0.274014
1590.625,0.26415
1592.188,0.109058
1593.75,0.070696
1595.313,0.082752
1596.875,0.098645
1598.438,0.095357
1600,0.078916
1601.563,0.083848
1603.125,0.08604
1604.688,0.078916
1606.25,0.094261
1607.813,0.058639
1609.375,0.070148
1610.938,0.121662
1612.5,0.234556
1614.063,0.181945
1615.625,0.192906
1617.188,0.153448
1618.75,0.098645
1620.313,0.064393
1621.875,0.048775
1623.438,0.067134
1625,0.078916
1626.563,0.08056
1628.125,0.15564
1629.688,0.135363
1631.25,0.095357
1632.813,0.039458
1634.375,0.067682
1635.938,0.153448
1637.5,0.377044
1639.063,0.357315
1640.625,0.157832
1642.188,0.092069
1643.75,0.385812
1645.313,0.613792
1646.875,0.282783
1648.438,0.082752
1650,0.088233
1651.563,0.060283
1653.125,0.107962
1654.688,0.094261
1656.25,0.056995
1657.813,0.045486
1659.375,0.070148
1660.938,0.135363
1662.5,0.11947
1664.063,0.07782
1665.625,0.059187
1667.188,0.050419
1668.75,0.051241
1670.313,0.066585
1671.875,0.151256
1673.438,0.178657
1675,0.087137
1676.563,0.068504
1678.125,0.064941
1679.688,0.053981
1681.25,0.059735
1682.813,0.056173
1684.375,0.056173
1685.938,0.047678
1687.5,0.029868
1689.063,0.039458
1690.625,0.055625
1692.188,0.137007
1693.75,0.163313
1695.313,0.094261
1696.875,0.039458
1698.438,0.04713
1700,0.038362
1701.563,0.031649
1703.125,0.044116
1704.688,0.044116
1706.25,0.043568
1707.813,0.033567
1709.375,0.048227
1710.938,0.067682
1712.5,0.115086
1714.063,0.064393
1715.625,0.037266
1717.188,0.035348
1718.75,0.032471
1720.313,0.04302
1721.875,0.074532
1723.438,0.063845
1725,0.032197
1726.563,0.022332
1728.125,0.029868
1729.688,0.031649
1731.25,0.035622
1732.813,0.058639
1734.375,0.046582
1735.938,0.047678
1737.5,0.048227
1739.063,0.052337
1740.625,0.100837
1742.188,0.129883
1743.75,0.076724
1745.313,0.041924
1746.875,0.035074
1748.438,0.036444
1750,0.037266
1751.563,0.049871
1753.125,0.039458
1754.688,0.035896
1756.25,0.054529
1757.813,0.055077
1759.375,0.029868
1760.938,0.020414
1762.5,0.030416
1764.063,0.03891
1765.625,0.047678
1767.188,0.04302
1768.75,0.059735
1770.313,0.089329
1771.875,0.098645
1773.438,0.063297
1775,0.041924
1776.563,0.045486
1778.125,0.058639
1779.688,0.032197
1781.25,0.032197
1782.813,0.041924
1784.375,0.043568
1785.938,0.071244
1787.5,0.074532
1789.063,0.042472
1790.625,0.106866
1792.188,0.109058
1793.75,0.050419
1795.313,0.042472
1796.875,0.057543
1798.438,0.046582
1800,0.033293
1801.563,0.041924
1803.125,0.058091
1804.688,0.041924
1806.25,0.021236
1807.813,0.037814
1809.375,0.044664
1810.938,0.030964
1812.5,0.029046
1814.063,0.04028
1815.625,0.058091
1817.188,0.053433
1818.75,0.059187
1820.313,0.084944
1821.875,0.071792
1823.438,0.043568
1825,0.054529
1826.563,0.055625
1828.125,0.053981
1829.688,0.051789
1831.25,0.051241
1832.813,0.083848
1834.375,0.100837
1835.938,0.067682
1837.5,0.100837
1839.063,0.126595
1840.625,0.066585
1842.188,0.052885
1843.75,0.061379
1845.313,0.036444
1846.875,0.044116
1848.438,0.064393
1850,0.112346
1851.563,0.107962
1853.125,0.067134
1854.688,0.08056
1856.25,0.062749
1857.813,0.040828
1859.375,0.039458
1860.938,0.082752
1862.5,0.074532
1864.063,0.058091
1865.625,0.048775
1867.188,0.041376
1868.75,0.07782
1870.313,0.074532
1871.875,0.084944
1873.438,0.190714
1875,0.440615
1876.563,0.789161
1878.125,0.469112
1879.688,0.157832
1881.25,0.061379
1882.813,0.037266
1884.375,0.04713
1885.938,0.093165
1887.5,0.061379
1889.063,0.049871
1890.625,0.045486
1892.188,0.0348
1893.75,0.033293
1895.313,0.034526
1896.875,0.026716
1898.438,0.031923
1900,0.045486
1901.563,0.094261
1903.125,0.116182
1904.688,0.052885
1906.25,0.038362
1907.813,0.032197
1909.375,0.031375
1910.938,0.025894
1912.5,0.029868
1914.063,0.035348
1915.625,0.026716
1917.188,0.028497
1918.75,0.037814
1920.313,0.031375
1921.875,0.033293
1923.438,0.041376
1925,0.063297
1926.563,0.066585
1928.125,0.134267
1929.688,0.153448
1931.25,0.067682
1932.813,0.132075
1934.375,0.409925
1935.938,0.515147
1937.5,0.211539
1939.063,0.049323
1940.625,0.032197
1942.188,0.035622
1943.75,0.024113
1945.313,0.022743
1946.875,0.044664
1948.438,0.074532
1950,0.192906
1951.563,0.209347
1953.125,0.083848
1954.688,0.027812
1956.25,0.023839
1957.813,0.013769
1959.375,0.010344
1960.938,0.019729
1962.5,0.026716
1964.063,0.020962
1965.625,0.019729
1967.188,0.03617
1968.75,0.049871
1970.313,0.043568
1971.875,0.020688
1973.438,0.015208
1975,0.015482
1976.563,0.023839
1978.125,0.020688
1979.688,0.013769
1981.25,0.01692
1982.813,0.014386
1984.375,0.02151
1985.938,0.015824
1987.5,0.012947
1989.063,0.013769
1990.625,0.014386
1992.188,0.014386
1993.75,0.013221
1995.313,0.015824
1996.875,0.014934
1998.438,0.017811
2000,0.01692
2001.563,0.020414
2003.125,0.024113
2004.688,0.016098
2006.25,0.020962
2007.813,0.016098
2009.375,0.021784
2010.938,0.017263
2012.5,0.017811
2014.063,0.021236
2015.625,0.02699
2017.188,0.025209
2018.75,0.025894
2020.313,0.023291
2021.875,0.01692
2023.438,0.02151
2025,0.02699
2026.563,0.022058
2028.125,0.01466
2029.688,0.016098
2031.25,0.021236
2032.813,0.020688
2034.375,0.018085
2035.938,0.012947
2037.5,0.009453
2039.063,0.009453
2040.625,0.02014
2042.188,0.017811
2043.75,0.017263
2045.313,0.017537
2046.875,0.022743
2048.438,0.022743
2050,0.012057
2051.563,0.011166
2053.125,0.008631
2054.688,0.009179
2056.25,0.011509
2057.813,0.011166
2059.375,0.009179
2060.938,0.010344
2062.5,0.015824
2064.063,0.016372
2065.625,0.013769
2067.188,0.017263
2068.75,0.016098
2070.313,0.011509
2071.875,0.007741
2073.438,0.01007
2075,0.01007
2076.563,0.015482
2078.125,0.013495
2079.688,0.013769
2081.25,0.014386
2082.813,0.016098
2084.375,0.014934
2085.938,0.011509
2087.5,0.01466
2089.063,0.017263
2090.625,0.013221
2092.188,0.016646
2093.75,0.013221
2095.313,0.010892
2096.875,0.007467
2098.438,0.008631
2100,0.012605
2101.563,0.014043
2103.125,0.008631
2104.688,0.008323
2106.25,0.009728
2107.813,0.012331
2109.375,0.01007
2110.938,0.007193
2112.5,0.007193
2114.063,0.024661
2115.625,0.029046
2117.188,0.018633
2118.75,0.013221
2120.313,0.014386
2121.875,0.012331
2123.438,0.016372
2125,0.014386
2126.563,0.015482
2128.125,0.034526
2129.688,0.041376
2131.25,0.024387
2132.813,0.01007
2134.375,0.008631
2135.938,0.009728
2137.5,0.009728
2139.063,0.009728
2140.625,0.009453
2142.188,0.006885
2143.75,0.010344
2145.313,0.014043
2146.875,0.012947
2148.438,0.014386
2150,0.013221
2151.563,0.015482
2153.125,0.012331
2154.688,0.008323
2156.25,0.008049
2157.813,0.009728
2159.375,0.006611
2160.938,0.009728
2162.5,0.017263
2164.063,0.018085
2165.625,0.012057
2167.188,0.009728
2168.75,0.009179
2170.313,0.011166
2171.875,0.018085
2173.438,0.036444
2175,0.030964
2176.563,0.02014
2178.125,0.019729
2179.688,0.009728
2181.25,0.010344
2182.813,0.011166
2184.375,0.01466
2185.938,0.03069
2187.5,0.048227
2189.063,0.082752
2190.625,0.061927
2192.188,0.027264
2193.75,0.017537
2195.313,0.015824
2196.875,0.014934
2198.438,0.014043
2200,0.011783
2201.563,0.006611
2203.125,0.012057
2204.688,0.02014
2206.25,0.016098
2207.813,0.014043
2209.375,0.010618
2210.938,0.012057
2212.5,0.012057
2214.063,0.019729
2215.625,0.026716
2217.188,0.014934
2218.75,0.009453
2220.313,0.011166
2221.875,0.011509
2223.438,0.01007
2225,0.025209
2226.563,0.027812
2228.125,0.014043
2229.688,0.009179
2231.25,0.010618
2232.813,0.009179
2234.375,0.014043
2235.938,0.011783
2237.5,0.012057
2239.063,0.013495
2240.625,0.015482
2242.188,0.016098
2243.75,0.011509
2245.313,0.006028
2246.875,0.010892
